titlu	pret	oras	grad_finisare	descriere	tip_oferta	persoana	etaj	vechime_imobil	numar_bai	numar_balcoane	geamuri_termopan	centrala_termica	compatimentare	parchet	confort	gresie	faianta	zugravit_lavabil	loc_parcare	agentie	numar_camere	strada	suprafata	cartier	link	modificari_interioare	balcoane_inchise	aer_conditionat	loc_in_pod	loc_in_pivnita	uscator 
Garsoniera de vanzare in Marasti	36 000 EUR	Cluj-Napoca, Cluj, Marasti		"    Va propunem spre vanzare garsoniera la etaj intermediar,  in zona caminelor studentesti din cartierul Marasti. Garsoniera este situata la etajul 1 intr-un imobil dispus pe 4 nivele. Avand o suprafata utila de 22 mp,  dispune de 1 camera semidecomandata,  1 bucatarie si 1 baie. Finisajele de tip modern sunt evidentiate prin pardoseala cu parchet laminat,  pereti cu lavabil,  gresie si faianta in baie si bucatarie,  geamuri termoizolante din PVC,  usi interioare din lemn,  usa metalica la intrare. Confortul termic este oferit de centrala proprie pe gaz.Garsoniera se vinde semimobilata si utilata,  fiind ideala atat pentru locuinta,  cat si pentru investitie.Pentru mai multe informatii sau programarea unei vizionari,  nu ezitati sa ne contactati!"																NAPOCA Imobiliare		-	22mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7491220						
Garsoniera de vanzare in Manastur	47 000 EUR	Cluj-Napoca, Cluj, Manastur		    Va propunem spre vanzare garsoniera in Cluj Napoca,  cartierul Manastur,  zona Casa  Vikingilor. Garsoniera este situata la etajul 5 intr-un imobil dispus pe 6 nivele,  ce are in apropiere magazine,  farmacii,  scoli,  gradinite si mijloace de transport in comun. Aceasta are o suprafata utila de 29 mp si este compusa din 1 camera,  1 bucatarie,  1 baie,  1 balcon si 1 hol. Se mai poate achizitiona si un garaj cu 2000 euro. Finisajele sunt de tip modern,  garsoniera fiind dotata cu: pardoseala cu parchet laminat,  pereti cu lavabil,  bucatarie si baie cu faianta si gresie moderna,  geamuri termoizolante din PVC,  usi interioare din lemn,   usa de la intrare din lemn. Sistemul de incalzire in apartament este cu centrala de bloc. Garsoniera se vinde mobilata modern,   utilata si este dotata cu interfon. Pentru mai multe detalii legate de garsoniera contactati-ne cu incredere!																NAPOCA Imobiliare		-	29mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7489182						
Garsoniera de vanzare in Manastur	49 000 EUR	Cluj-Napoca, Cluj, Manastur		    Va prezentam spre vanzare garsoniera in Cluj Napoca,  cartierul Manastur,  zona Parang. Garsoniera este situata la etajul 1 intr-un imobil dispus pe 10 nivele. zona in care este situata proprietatea este una linistita dar si foarte usor accesibila avand in vecinatati scoli,  gradinite,  farmacii,  supermarket,  parcuri de joaca pentru copii,  statii de autobuz si taxi. Avand o suprafata utila de 27 mp dispune de 1 camera,  1 bucatarie,  1 baie. Finisajele de tip clasic sunt evidentiate astfel: pardoseala cu parchet laminat,  bucatarie cu faianta clasica,  gresie clasica si baie cu faianta clasica,  gresie clasica,  geamuri termoizolante din PVC,  usi interioare din metalica,   usa de la intrare metalica. Sistemul de incalzire in apartament este cu centrala de bloc. Garsoniera se vinde  mobilata clasic,   utilata,  fiind dotat cu lift,   interfon. Pentru mai multe informatii si solutii reale va rugam sa ne contactati. Va astept cu drag.																NAPOCA Imobiliare		-	27mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7468379						
Garsoniera de vanzare in Bulgaria	29 000 EUR	Cluj-Napoca, Cluj, Bulgaria		"    Va propunem spre vanzare garsoniera in Cluj Napoca,  in cartierul Bulgaria,  zona rezidentiala cu magazine si statii ale mijloacelor de transport in comun.Garsoniera este situata la etajul 4 intr-un imobil dispus pe 4 nivele. Avand o suprafata utila de 22 mp dispune de 1 camera,  1 bucatarie,  1 baie si 1 spatiu de depozitare in camera comuna de pe palier. Finisajele de tip modern sunt evidentiate prin pardoseala cu parchet laminat,  pereti cu lavabil,  bucatarie si baie cu gresie si faianta moderna,  geamuri termoizolante din PVC,  usi interioare din pvc si usa de la intrare metalica. Sistemul de incalzire in apartament este cu centrala termica. Contactati-ne cu incredere,  chiar acum,  pentru vizionare!"																NAPOCA Imobiliare		-	22mp 	Bulgaria	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7468381						
VAnd apartament 1 camera, central situat, in S=42mp, str. Nasaud, la 3 min ...	59 900 EUR	Cluj-Napoca, Cluj, Centru	Necesita renovare	    Vand apartament o camera,  central situat,  str. Nasaud,  et.3/7,  decomandat,  compus din camera,  bucatarie,  baie,  balcon,  2 debarale, un hol la intrare,  cu C.T, usa antiefractie,  izolat exterior,  finisaje clasice,  locatie excelenta la 3 min de Iulius-Moll,  la 3 min de centru,  pret 59900eur.	Vand	Agentie Imobiliara	Etajul 3	mai vechi de 2000	1	1	Nu	Da	Decomandat	Nu	Sporit	Nu	Nu	Nu	Nu	Venetia	1 	Nasaud 	42mp 	Centru	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7601620	Nu	Nu	Nu	Nu	Nu	Nu
Garsoniera de vanzare in Manastur	45 000 EUR	Cluj-Napoca, Cluj, Manastur		"    Va oferim spre vanzare o garsoniera situata in cartierul Manastur,  zona Parang. Pozitionarea este una foarte accesibila,  fiind foarte aproape de scoli,  gradinite,  supermarket-uri si statii de autobuz,  dar in acelasi timp cartierul este foarte linistit cu locuri special amenajate pentru relaxare.Garsoniera este situata la etajul 3 intr-un imobil reabilitat termic dispus pe 10 nivele care beneficiaza si de lift. Suprafrata este de 32 mp utili compusi din: 1 camera,  1 baie,  1 hol si o 1 bucatarie. Imobilul este renovat recent,  finisajele sunt de tip clasic si modern avand: gresie si faianta clasica,  geamuri termoizolante din lemn,  iar sistemul de incalzire este cu centrala de bloc.Daca sunteti interesati de oferta,  nu ezitati sa ne contactati pentru o posibila vizionare. Va asteptam!"																NAPOCA Imobiliare		-	32mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7470488						
Garsoniera de vanzare in Manastur	50 000 EUR	Cluj-Napoca, Cluj, Manastur		    Garsoniera la etaj intermediar,  ideala pentru investitie! Va propunem spre vanzare garsoniera in Cluj Napoca,  cartierul Manastur,  zona Petrom. Garsoniera este situata la etajul 1 intr-un imobil dispus pe 4 nivele,  ce are in apropiere magazine,  farmacii,  scoli si mijloace de transport in comun. Aceasta are o suprafata utila de 32 mp si este compusa din 1 camera,  1 bucatarie,  1 baie si 1 hol. Confortul termic este asigurat prin centrala de bloc. Finisajele sunt moderne,  garsoniera fiind dotata cu parchet laminat,  gresie si faianata moderna in bucatarie si in baie,  geamuri termoizolante PVC,  usi interioare din lemn si usa de la intrare metalica. Garsoniera se vinde mobilata clasic,  utilata si este dotata cu interfon. Pentru mai multe informatii legate de aceasta proprietate contactati-ne cu incredere!																NAPOCA Imobiliare		-	32mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7507270						
Garsoniera de vanzare in Bulgaria	34 900 EUR	Cluj-Napoca, Cluj, Bulgaria		    Garsoniera moderna situata la etaj intermediar in Cluj Napoca! Va propunem spre vanzare garsoniera in cartierul Bulgaria,  zona strazii Beiusului. Garsoniera este situata la etajul 2 intr-un imobil dispus pe 4 nivele. Avand o suprafata utila de 23 mp dispune de 1 camera,  1 bucatarie,  1 baie cu geam si 1 parcare. Finisajele de tip modern sunt evidentiate prin pardoseala cu parchet laminat,  pereti cu lavabil,  bucatarie si baie cu faianta si gresie moderna,  geamuri termoizolante din PVC,  usi interioare din lemn si usa de la intrare metalica. Sistemul de incalzire in apartament este cu centrala termica. Garsoniera se vinde  mobilata modern si utilata. Sunati chiar acum pentru detalii si vizionare!																NAPOCA Imobiliare		-	23mp 	Bulgaria	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7463799						
Garsoniera de vanzare in Manastur	45 000 EUR	Cluj-Napoca, Cluj, Manastur		    Va propunem spre vanzare garsoniera in Cluj Napoca,  cartierul Manastur,  zona Grigore Alexandrescu. Garsoniera este situata la etajul 7 intr-un imobil dispus pe 9 nivele,  ce are in apropiere magazine,  farmacii,  scoli,  gradinite si mijloace de transport in comun. Garsoniera are o suprafata utila de 28 mp si este compusa din 1 camera,  1 bucatarie,  1 baie si 1 balcon. Finisajele sunt de tip clasic si modern,  garsoniera fiind dotata cu parchet laminat,  pereti cu lavabil,  faianta clasica in baie si in bucatarie,  usi interioare din lemn si usa de la intrare metalica. Garsoniera se vinde  mobilata clasic,  utilata si este dotata cu lift si interfon. Pentru mai multe detalii legate de garsoniera nu ezitati sa ne contactati!																NAPOCA Imobiliare		-	28mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7457252						
Garsoniera de vanzare in Manastur	48 000 EUR	Cluj-Napoca, Cluj, Manastur		    Va oferim spre vanzare garsoniera in Cluj Napoca,  cartierul Manastur,  zona Mehedinti. Garsoniera este situata la etajul 6 intr-un imobil dispus pe 10 nivele,  avand in apropiere magazine,  farmacii,  scoli,  gradinite si mijloace de transport in comun. Aceasta are o suprafata utila de 30 mp si este compus din 1 camera,  1 bucatarie,  1 baie si 1 hol. Finisajele sunt de tip modern,  garsoniera fiind dotata cu: pardoseala cu parchet laminat,  pereti cu lavabil,  bucatarie cu faianta moderna,  gresie moderna si baie cu faianta moderna,  gresie moderna,  geamuri termoizolante din PVC,  usi interioare din lemn,  usa de la intrare metalica. Sistemul de incalzire in apartament este cu centrala termica. Garsoniera se vinde  mobilata modern,  utilata si este dotata cu lift si interfon. Pentru mai multe informatii legate de garsoniera nu ezitati sa ne contactati!																NAPOCA Imobiliare		-	30mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7457258						
Garsoniera de vanzare in Manastur	44 700 EUR	Cluj-Napoca, Cluj, Manastur		    Va oferim spre vanzare garsoniera in Cluj Napoca,  cartierul Manastur,  zona Tazlau. Garsoniera este situata la etajul 2 intr-un imobil reabilitat termic dispus pe 4 nivele,  avand in apropiere magazine,  farmacii, scoli,  gradinite si mijloace de transport in comun. Garsoniera are o suprafata utila de 24 mp si este compusa din 1 camera,  1 bucatarie,  1 baie si 1 balcon. Finisajele sunt de tip clasic si modern,  garsoniera fiind dotata cu: pardoseala cu parchet laminat,  pereti cu lavabil,  bucatarie cu faianta moderna,  gresie moderna si baie cu faianta clasica,  gresie clasica,  geamuri termoizolante din PVC,  usi interioare din lemn,  usa de la intrare metalica. Sistemul de incalzire in apartament este cu centrala de bloc. Garsoniera se vinde  mobilata modern,   utilata,  fiind dotata cu interfon. Pentru vizionarea garsonierei va asteptam cu drag la sediul agentiei noastre!																NAPOCA Imobiliare		-	24mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7442949						
Garsoniera de vanzare in Manastur	43 000 EUR	Cluj-Napoca, Cluj, Manastur		    Va oferim spre vanzare garsoniera in Cluj Napoca,  cartierul Manastur,  zona Portile de Fier. Garsoniera este situata la etajul 4 intr-un imobil dispus pe 4 nivele,  avand in apropiere magazine,  farmacii,  scoli,  gradinite si mijloace de transport in comun. Apartamentul are o suprafata utila de 25 mp si este compus din 1 camera,  1 bucatarie,  1 baie si 1 balcon. Finisajele sunt de tip modern,  apartamentul fiind compus din: pardoseala cu parchet laminat,  pereti cu lavabil,  bucatarie si baie cu gresie si faianta moderna,  geamuri termoizolante din PVC,  usi interioare din lemn,   usa de la intrare metalica. Sistemul de incalzire in apartament este cu centrala de bloc. Garsoniera se vinde  mobilata modern,   utilata si este dotata cu interfon. Pentru vizionarea garsonierei va asteptam cu drag la sediul agentiei noastre!																NAPOCA Imobiliare		-	25mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7424804						
Garsoniera de vanzare in Manastur	53 000 EUR	Cluj-Napoca, Cluj, Manastur		    Va oferim spre vanzare garsoniera in Cluj Napoca,  cartierul Manastur,  zona Kaufland Manastur. Garsoniera este situata la parter intr-un imobil dispus pe 4 nivele. Avand o suprafata utila de 26.5 mp dispune de o camera o bucatarie,  o baie,  o parcare. Finisajele de tip clasic si modern sunt evidentiate astfel: pardoseala cu parchet laminat,  pereti cu lavabil,  bucatarie cu faianta clasica,  gresie clasica si baie cu faianta clasica,  gresie clasica,  geamuri termoizolante din PVC,  usi interioare din lemn,   usa de la intrare metalica. Sistemul de incalzire in apartament este cu centrala de bloc. Garsoniera se vinde  mobilata modern,   utilata.Daca aceasta este proprietatea de care sunteti interesati sau doriti orice informatie,  contactati-ne cu incredere!																NAPOCA Imobiliare		-	26.5mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7444861						
Garsoniera de vanzare in Marasti	37 500 EUR	Cluj-Napoca, Cluj, Marasti		    Va ofera spre vanzare garsoniera in cartierul Marasti,  zona strazii Cernei,  situata la etajul 4 intr-un imobil dispus pe 4 nivele. Suprafata utila a locuintei este de 21 mp si este compus din 1 camera,  1 bucatarie si 1 baie. Confortul termic este oferit de centrala proprie si geamurile cu tamplarie din PVC. La nivel de finisaje dispune de pardoseala cu parchet laminat,  pereti cu lavabil,  bucatarie si baie cu faianta si gresie moderna,  geamuri termoizolante din PVC,  usi interioare si la intrare din lemn. In acest pret garsoniera se vinde complet mobilata si utilata modern. Daca aceasta oferta corespunde necesitatilor dumneavoastra,  nu ezitati sa ne contactati!																NAPOCA Imobiliare		-	21mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7446851						
Garsoniera de vanzare in Gheorgheni	47 000 EUR	Cluj-Napoca, Cluj, Gheorgheni		    Va oferim spre vanzare garsoniera in Cluj Napoca,  cartierul Gheorgheni,  zona Iulis Mall. Garsoniera este situata la parter intr-un imobil dispus pe 10 nivele. Avand o suprafata utila de 28 mp dispune de o camera o bucatarie,  o baie,  un balcon. Finisajele de tip modern sunt evidentiate astfel: pardoseala cu parchet din lemn masiv,  pereti cu lavabil,  bucatarie cu faianta moderna,  gresie moderna si baie cu faianta moderna,  gresie moderna,  geamuri termoizolante din PVC,  usi interioare din lemn,   usa de la intrare metalica. Sistemul de incalzire in apartament este cu centrala de bloc. Garsoniera se vinde  mobilata modern,  fiind dotat cu lift,   interfon. Pentru mai multe detalii si programarea unei vizionari nu ezitati sa contactati agentul dumneavoastra.																NAPOCA Imobiliare		-	28mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7446834						
Garsoniera de vanzare in Marasti	32 000 EUR	Cluj-Napoca, Cluj, Marasti		"    Va oferim spre vanzare garsoniera in Cluj Napoca,  cartierul Marasti,  zona strazii Dejului. Este situata la etajul 3 intr-un imobil dispus pe 4 nivele,  reabilitat termic. Avand o suprafata utila de 21 mp dispune de o camera,  o bucatarie,  o baie. Finisajele de tip clasic si modern sunt evidentiate astfel: pardoseala cu linoleum,  pereti cu lavabil,  bucataria si baia cu faianta si gresie moderna,  geamuri termoizolante din PVC,  usi interioare din lemn,  usa de la intrare metalica. Sistemul de incalzire in apartament este cu centrala de bloc. Garsoniera se vinde  semimobilata modern si clasic,  utilata,  imobilul fiind dotat cu  interfon.Contactati-ne cu incredere pentru detalii suplimentare!"																NAPOCA Imobiliare		-	21mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7446835						
Garsoniera de vanzare in Marasti	47 000 EUR	Cluj-Napoca, Cluj, Marasti		"    Ocazie!Va prezentam aceasta garsoniera,  situata in cartierul Marasti,  zona FSEGA,  cu o suprafata totala de 24 mp,  reabilitata termic,  care pune la dispozitia dumneavoastra 1 camera spatioasa,  1 bucatarie,  1 baie si 1 hol.Locatia sa face accesul imediat atat la mijloacele de transport in comun cat si la facultati,  farmacii,  magazine iar Iulis Mall este la o distanta de 10 minute pietonal.Recomandam acesta garsoniera atat familiilor tinere cat si investitorilor in regim hotelier,  garsoniera fiind data in chirie in momentul de fata la pretul actual al pietei,  constituind o investitie pe termen lung.Contactati-ne negresit pentru detaliile dorite!"																NAPOCA Imobiliare		-	24mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7405780						
